time,phase,predicted_emotion,predicted_emotion_2nd,sport
1454901548.0,2,25,16,Football
1454901548.0,2,25,27,Football
1454901604.0,2,10,9,Football
1454901617.0,2,27,10,Football
1454901625.0,2,27,6,Football
1454901630.0,2,15,0,Football
1454901670.0,2,27,0,Football
1454901686.0,2,0,13,Football
1454901704.0,2,0,15,Football
1454901771.0,2,27,0,Football
1454901775.0,2,27,1,Football
1454901790.0,2,2,3,Football
1454901818.0,2,26,3,Football
1454901820.0,2,2,27,Football
1454901821.0,2,27,0,Football
1454901825.0,2,27,22,Football
1454901829.0,2,15,25,Football
1454901840.0,2,0,27,Football
1454899674.0,2,27,4,Football
1454898720.0,2,11,3,Football
1454898615.0,2,27,3,Football
1454899689.0,2,2,3,Football
1454899876.0,2,27,13,Football
1454899991.0,2,3,20,Football
1454900115.0,2,25,1,Football
1454900139.0,2,27,4,Football
1454900952.0,2,27,3,Football
1454900972.0,2,1,17,Football
1454900974.0,2,14,19,Football
1454901142.0,2,2,10,Football
1454901342.0,2,27,22,Football
1454901355.0,2,2,27,Football
1454900758.0,2,3,27,Football
1454901381.0,2,0,27,Football
1454899095.0,2,1,11,Football
1454901028.0,2,27,15,Football
1454898749.0,2,26,27,Football
1454899286.0,2,4,27,Football
1454899624.0,2,27,2,Football
1454899651.0,2,27,0,Football
1454899715.0,2,27,13,Football
1454900053.0,2,3,27,Football
1454900126.0,2,27,25,Football
1454900600.0,2,9,3,Football
1454900716.0,2,4,22,Football
1454900722.0,2,2,27,Football
1454900990.0,2,1,17,Football
1454901185.0,2,3,9,Football
1454901329.0,2,3,27,Football
1454901687.0,2,0,3,Football
1454901809.0,2,10,27,Football
1454898718.0,2,1,25,Football
1454898741.0,2,27,3,Football
1454898782.0,2,4,27,Football
1454898804.0,2,12,11,Football
1454898812.0,2,18,25,Football
1454898816.0,2,1,27,Football
1454898824.0,2,26,22,Football
1454898832.0,2,27,10,Football
1454898845.0,2,4,0,Football
1454898867.0,2,27,25,Football
1454898901.0,2,27,0,Football
1454898904.0,2,27,2,Football
1454898931.0,2,27,22,Football
1454898941.0,2,27,3,Football
1454898982.0,2,27,3,Football
1454898990.0,2,11,10,Football
1454898998.0,2,27,10,Football
1454899009.0,2,7,6,Football
1454899030.0,2,13,3,Football
1454899043.0,2,3,27,Football
1454899054.0,2,10,9,Football
1454899116.0,2,15,13,Football
1454899142.0,2,2,3,Football
1454899145.0,2,27,3,Football
1454899219.0,2,27,4,Football
1454899232.0,2,3,2,Football
1454899298.0,2,6,22,Football
1454899300.0,2,27,3,Football
1454899303.0,2,27,10,Football
1454899349.0,2,27,26,Football
1454899353.0,2,11,26,Football
1454899361.0,2,27,0,Football
1454899369.0,2,3,9,Football
1454899375.0,2,27,3,Football
1454899412.0,2,27,3,Football
1454899433.0,2,27,22,Football
1454899435.0,2,27,7,Football
1454899438.0,2,27,25,Football
1454899439.0,2,27,3,Football
1454899448.0,2,27,4,Football
1454899474.0,2,27,17,Football
1454899486.0,2,27,15,Football
1454899497.0,2,27,3,Football
1454899503.0,2,3,2,Football
1454899504.0,2,27,3,Football
1454899504.0,2,27,10,Football
1454899510.0,2,27,1,Football
1454899520.0,2,27,7,Football
1454899521.0,2,27,9,Football
1454899523.0,2,10,3,Football
1454899527.0,2,9,25,Football
1454899539.0,2,10,9,Football
1454899558.0,2,1,27,Football
1454899568.0,2,27,22,Football
1454899585.0,2,1,27,Football
1454899589.0,2,27,3,Football
1454899598.0,2,1,3,Football
1454899605.0,2,1,27,Football
1454899624.0,2,0,4,Football
1454899632.0,2,27,13,Football
1454899633.0,2,1,0,Football
1454899635.0,2,27,2,Football
1454899636.0,2,27,4,Football
1454899648.0,2,27,7,Football
1454899653.0,2,0,1,Football
1454899667.0,2,2,27,Football
1454899668.0,2,1,3,Football
1454899668.0,2,27,3,Football
1454899670.0,2,0,4,Football
1454899680.0,2,9,27,Football
1454899681.0,2,0,25,Football
1454899682.0,2,27,4,Football
1454899685.0,2,27,3,Football
1454899702.0,2,27,7,Football
1454899705.0,2,27,4,Football
1454899715.0,2,27,7,Football
1454899738.0,2,27,22,Football
1454899740.0,2,27,13,Football
1454899740.0,2,27,3,Football
1454899742.0,2,27,13,Football
1454899746.0,2,27,1,Football
1454899748.0,2,27,0,Football
1454899753.0,2,27,26,Football
1454899763.0,2,27,26,Football
1454899764.0,2,27,0,Football
1454899784.0,2,13,26,Football
1454899786.0,2,13,27,Football
1454899790.0,2,26,0,Football
1454899796.0,2,3,27,Football
1454899811.0,2,27,0,Football
1454899824.0,2,27,13,Football
1454899844.0,2,10,9,Football
1454899857.0,2,22,1,Football
1454899861.0,2,27,9,Football
1454899867.0,2,17,0,Football
1454899885.0,2,6,27,Football
1454899897.0,2,27,26,Football
1454899925.0,2,2,3,Football
1454899928.0,2,27,3,Football
1454899934.0,2,27,24,Football
1454900008.0,2,27,22,Football
1454900037.0,2,17,0,Football
1454900048.0,2,7,27,Football
1454900051.0,2,7,27,Football
1454900087.0,2,18,17,Football
1454900095.0,2,2,27,Football
1454900099.0,2,27,13,Football
1454900099.0,2,27,2,Football
1454900104.0,2,10,27,Football
1454900113.0,2,7,22,Football
1454900114.0,2,27,7,Football
1454900120.0,2,7,27,Football
1454900121.0,2,1,17,Football
1454900124.0,2,27,5,Football
1454900126.0,2,2,27,Football
1454900135.0,2,0,7,Football
1454900135.0,2,0,4,Football
1454900135.0,2,27,3,Football
1454900146.0,2,27,0,Football
1454900165.0,2,27,22,Football
1454900204.0,2,27,10,Football
1454900210.0,2,27,4,Football
1454900210.0,2,0,27,Football
1454900215.0,2,27,3,Football
1454900245.0,2,27,24,Football
1454900254.0,2,0,13,Football
1454900255.0,2,3,27,Football
1454900266.0,2,27,0,Football
1454900268.0,2,26,13,Football
1454900293.0,2,3,2,Football
1454900294.0,2,27,7,Football
1454900298.0,2,7,6,Football
1454900303.0,2,22,27,Football
1454900310.0,2,27,13,Football
1454900317.0,2,27,3,Football
1454900319.0,2,2,3,Football
1454900330.0,2,3,7,Football
1454900331.0,2,2,3,Football
1454900333.0,2,27,7,Football
1454900374.0,2,13,26,Football
1454900439.0,2,27,0,Football
1454900470.0,2,27,4,Football
1454900489.0,2,27,4,Football
1454900505.0,2,27,3,Football
1454900512.0,2,3,27,Football
1454900521.0,2,27,3,Football
1454900522.0,2,27,10,Football
1454900523.0,2,27,3,Football
1454900528.0,2,3,2,Football
1454900531.0,2,5,10,Football
1454900532.0,2,27,3,Football
1454900532.0,2,27,3,Football
1454900541.0,2,27,0,Football
1454900542.0,2,27,0,Football
1454900542.0,2,1,26,Football
1454900549.0,2,3,27,Football
1454900551.0,2,27,25,Football
1454900565.0,2,27,0,Football
1454900566.0,2,27,3,Football
1454900570.0,2,3,27,Football
1454900576.0,2,27,10,Football
1454900577.0,2,0,13,Football
1454900594.0,2,27,22,Football
1454900601.0,2,27,7,Football
1454900648.0,2,27,4,Football
1454900659.0,2,27,3,Football
1454900669.0,2,9,10,Football
1454900681.0,2,23,15,Football
1454900695.0,2,27,10,Football
1454900702.0,2,27,13,Football
1454900718.0,2,9,25,Football
1454900721.0,2,27,0,Football
1454900750.0,2,27,3,Football
1454900752.0,2,27,10,Football
1454900759.0,2,27,4,Football
1454900767.0,2,27,7,Football
1454900774.0,2,27,3,Football
1454900779.0,2,1,2,Football
1454900780.0,2,27,3,Football
1454900794.0,2,27,3,Football
1454900799.0,2,27,3,Football
1454900807.0,2,0,27,Football
1454900811.0,2,27,4,Football
1454900829.0,2,2,3,Football
1454900843.0,2,27,4,Football
1454900851.0,2,27,7,Football
1454900865.0,2,27,26,Football
1454900902.0,2,27,0,Football
1454900906.0,2,27,4,Football
1454900906.0,2,4,0,Football
1454900914.0,2,27,22,Football
1454900920.0,2,27,3,Football
1454900941.0,2,27,22,Football
1454900946.0,2,27,7,Football
1454900950.0,2,9,7,Football
1454900951.0,2,4,5,Football
1454900951.0,2,27,10,Football
1454900953.0,2,27,1,Football
1454900954.0,2,27,0,Football
1454900955.0,2,19,27,Football
1454900956.0,2,1,27,Football
1454900957.0,2,0,4,Football
1454900961.0,2,18,17,Football
1454900962.0,2,27,1,Football
1454900969.0,2,27,0,Football
1454900970.0,2,27,7,Football
1454900970.0,2,9,3,Football
1454900970.0,2,27,6,Football
1454900971.0,2,27,4,Football
1454900975.0,2,1,17,Football
1454900979.0,2,27,3,Football
1454900980.0,2,27,4,Football
1454900983.0,2,27,1,Football
1454900984.0,2,27,22,Football
1454900986.0,2,27,22,Football
1454900989.0,2,27,20,Football
1454900994.0,2,1,27,Football
1454900996.0,2,27,22,Football
1454900996.0,2,1,17,Football
1454900999.0,2,27,1,Football
1454901000.0,2,25,9,Football
1454901009.0,2,7,27,Football
1454901018.0,2,27,20,Football
1454901018.0,2,27,17,Football
1454901021.0,2,27,4,Football
1454901023.0,2,27,0,Football
1454901032.0,2,2,27,Football
1454901036.0,2,0,4,Football
1454901055.0,2,27,0,Football
1454901074.0,2,27,7,Football
1454901074.0,2,0,27,Football
1454901075.0,2,0,27,Football
1454901082.0,2,22,6,Football
1454901084.0,2,27,15,Football
1454901102.0,2,25,16,Football
1454901110.0,2,27,3,Football
1454901127.0,2,10,9,Football
1454901130.0,2,27,5,Football
1454901131.0,2,25,27,Football
1454901136.0,2,22,27,Football
1454901138.0,2,9,0,Football
1454901141.0,2,27,3,Football
1454901157.0,2,27,1,Football
1454901158.0,2,27,0,Football
1454901158.0,2,27,0,Football
1454901162.0,2,9,3,Football
1454901166.0,2,3,2,Football
1454901172.0,2,27,22,Football
1454901188.0,2,27,1,Football
1454901188.0,2,7,27,Football
1454901207.0,2,15,3,Football
1454901208.0,2,27,4,Football
1454901214.0,2,12,27,Football
1454901235.0,2,26,3,Football
1454901250.0,2,27,9,Football
1454901250.0,2,7,27,Football
1454901256.0,2,27,4,Football
1454901279.0,2,27,4,Football
1454901280.0,2,27,22,Football
1454901292.0,2,0,27,Football
1454901292.0,2,2,3,Football
1454901307.0,2,2,3,Football
1454901329.0,2,27,7,Football
1454901333.0,2,27,25,Football
1454901340.0,2,26,3,Football
1454901344.0,2,27,3,Football
1454901346.0,2,26,22,Football
1454901359.0,2,1,7,Football
1454901363.0,2,2,27,Football
1454901398.0,2,13,27,Football
1454901408.0,2,27,6,Football
1454901411.0,2,27,0,Football
1454901414.0,2,3,27,Football
1454901482.0,2,27,7,Football
1454901497.0,2,27,0,Football
1454901498.0,2,27,4,Football
1454901501.0,2,0,15,Football
1454901503.0,2,27,3,Football
1454901525.0,2,27,15,Football
1454901527.0,2,0,27,Football
1454901562.0,2,10,27,Football
1454901583.0,2,15,27,Football
1454901593.0,2,27,25,Football
1454901617.0,2,3,10,Football
1454901645.0,2,27,2,Football
1454901647.0,2,1,7,Football
1454901662.0,2,15,27,Football
1454901705.0,2,0,27,Football
1454901718.0,2,27,3,Football
1454901725.0,2,14,10,Football
1454901745.0,2,27,3,Football
1454901749.0,2,1,27,Football
1454901775.0,2,1,27,Football
1454901790.0,2,27,10,Football
1454901791.0,2,7,27,Football
1454901808.0,2,27,3,Football
1454901811.0,2,27,5,Football
1454901818.0,2,27,3,Football
1454901818.0,2,27,11,Football
1454901821.0,2,27,13,Football
1454901824.0,2,27,2,Football
1454901825.0,2,27,1,Football
1454901835.0,2,25,9,Football
1454901840.0,2,27,22,Football
1454901842.0,2,12,7,Football
1454901844.0,2,1,17,Football
1454901844.0,2,1,27,Football
1454901844.0,2,13,17,Football
1454901858.0,2,1,27,Football
1454901867.0,2,0,15,Football
1454901855.0,2,2,3,Football
1454898886.0,2,1,17,Football
1454899111.0,2,27,7,Football
1454899486.0,2,27,4,Football
1454899628.0,2,27,0,Football
1454899705.0,2,27,11,Football
1454900105.0,2,2,3,Football
1454900577.0,2,7,27,Football
1454900770.0,2,27,3,Football
1454900789.0,2,27,10,Football
1454901139.0,2,7,27,Football
1454901158.0,2,27,25,Football
1454901203.0,2,3,10,Football
1454901383.0,2,0,15,Football
1454901835.0,2,17,25,Football
1454899055.0,2,3,2,Football
1454900989.0,2,1,2,Football
1454901369.0,2,3,20,Football
1454898721.0,2,11,3,Football
1454898702.0,2,18,8,Football
1454898802.0,2,27,3,Football
1454899119.0,2,7,14,Football
1454899161.0,2,27,20,Football
1454899642.0,2,7,27,Football
1454899660.0,2,3,2,Football
1454899672.0,2,27,22,Football
1454899689.0,2,27,13,Football
1454899900.0,2,27,20,Football
1454900051.0,2,0,3,Football
1454900054.0,2,27,25,Football
1454900138.0,2,27,0,Football
1454900189.0,2,27,13,Football
1454900288.0,2,27,3,Football
1454900545.0,2,27,3,Football
1454900997.0,2,27,2,Football
1454901027.0,2,2,27,Football
1454901168.0,2,27,9,Football
1454901414.0,2,4,0,Football
1454901818.0,2,0,4,Football
1454901861.0,2,27,3,Football
1454899519.0,2,4,20,Football
1454898990.0,2,27,19,Football
1454898620.0,2,27,7,Football
1454898698.0,2,27,3,Football
1454898701.0,2,3,2,Football
1454898722.0,2,0,13,Football
1454898723.0,2,3,11,Football
1454898723.0,2,7,0,Football
1454898728.0,2,27,18,Football
1454898728.0,2,9,22,Football
1454898732.0,2,27,22,Football
1454898739.0,2,12,3,Football
1454898760.0,2,27,4,Football
1454898761.0,2,27,8,Football
1454898763.0,2,13,0,Football
1454898764.0,2,3,9,Football
1454898765.0,2,18,0,Football
1454898776.0,2,26,7,Football
1454898783.0,2,23,17,Football
1454898791.0,2,27,2,Football
1454898812.0,2,27,3,Football
1454898830.0,2,27,7,Football
1454898847.0,2,27,25,Football
1454898852.0,2,27,1,Football
1454898866.0,2,1,27,Football
1454898870.0,2,1,25,Football
1454898878.0,2,27,6,Football
1454898889.0,2,27,0,Football
1454898901.0,2,7,27,Football
1454898908.0,2,27,25,Football
1454898911.0,2,2,3,Football
1454898912.0,2,27,1,Football
1454898914.0,2,10,27,Football
1454898914.0,2,3,2,Football
1454898917.0,2,27,7,Football
1454898922.0,2,18,4,Football
1454898976.0,2,27,9,Football
1454898981.0,2,7,6,Football
1454898982.0,2,27,4,Football
1454898993.0,2,27,3,Football
1454898995.0,2,3,11,Football
1454899009.0,2,27,25,Football
1454899014.0,2,0,7,Football
1454899017.0,2,2,27,Football
1454899037.0,2,3,27,Football
1454899054.0,2,3,9,Football
1454899056.0,2,27,22,Football
1454899114.0,2,27,3,Football
1454899123.0,2,27,5,Football
1454899139.0,2,27,3,Football
1454899140.0,2,7,20,Football
1454899162.0,2,17,0,Football
1454899162.0,2,27,4,Football
1454899163.0,2,13,4,Football
1454899178.0,2,27,3,Football
1454899199.0,2,27,7,Football
1454899233.0,2,10,27,Football
1454899236.0,2,27,0,Football
1454899240.0,2,20,3,Football
1454899261.0,2,14,27,Football
1454899273.0,2,27,0,Football
1454899365.0,2,4,27,Football
1454899373.0,2,27,20,Football
1454899376.0,2,27,5,Football
1454899380.0,2,27,3,Football
1454899388.0,2,27,3,Football
1454899389.0,2,27,2,Football
1454899395.0,2,3,27,Football
1454899398.0,2,2,27,Football
1454899409.0,2,7,27,Football
1454899412.0,2,27,0,Football
1454899433.0,2,13,27,Football
1454899436.0,2,27,4,Football
1454899441.0,2,2,3,Football
1454899441.0,2,2,3,Football
1454899444.0,2,6,27,Football
1454899451.0,2,2,11,Football
1454899464.0,2,11,2,Football
1454899465.0,2,27,3,Football
1454899478.0,2,27,11,Football
1454899484.0,2,27,3,Football
1454899486.0,2,18,15,Football
1454899500.0,2,25,9,Football
1454899500.0,2,0,27,Football
1454899502.0,2,7,10,Football
1454899504.0,2,27,11,Football
1454899506.0,2,0,13,Football
1454899507.0,2,27,2,Football
1454899514.0,2,27,3,Football
1454899523.0,2,3,2,Football
1454899543.0,2,6,7,Football
1454899549.0,2,7,3,Football
1454899553.0,2,27,4,Football
1454899553.0,2,27,6,Football
1454899573.0,2,1,17,Football
1454899585.0,2,27,4,Football
1454899598.0,2,27,0,Football
1454899622.0,2,1,17,Football
1454899623.0,2,1,27,Football
1454899623.0,2,18,0,Football
1454899628.0,2,7,6,Football
1454899628.0,2,27,4,Football
1454899628.0,2,27,0,Football
1454899634.0,2,1,27,Football
1454899636.0,2,0,27,Football
1454899641.0,2,0,22,Football
1454899643.0,2,7,27,Football
1454899647.0,2,27,3,Football
1454899647.0,2,0,11,Football
1454899648.0,2,27,7,Football
1454899652.0,2,27,4,Football
1454899657.0,2,27,18,Football
1454899662.0,2,3,9,Football
1454899665.0,2,27,14,Football
1454899668.0,2,0,4,Football
1454899674.0,2,27,3,Football
1454899675.0,2,27,7,Football
1454899686.0,2,4,27,Football
1454899694.0,2,27,10,Football
1454899709.0,2,27,13,Football
1454899709.0,2,27,26,Football
1454899710.0,2,27,10,Football
1454899711.0,2,27,7,Football
1454899711.0,2,27,3,Football
1454899715.0,2,27,13,Football
1454899718.0,2,26,13,Football
1454899719.0,2,2,27,Football
1454899725.0,2,7,27,Football
1454899742.0,2,27,0,Football
1454899743.0,2,27,1,Football
1454899746.0,2,27,1,Football
1454899755.0,2,27,10,Football
1454899756.0,2,27,3,Football
1454899761.0,2,14,26,Football
1454899762.0,2,27,0,Football
1454899789.0,2,23,27,Football
1454899807.0,2,27,6,Football
1454899817.0,2,20,27,Football
1454899819.0,2,18,4,Football
1454899824.0,2,13,26,Football
1454899840.0,2,6,27,Football
1454899855.0,2,0,27,Football
1454899860.0,2,13,26,Football
1454899861.0,2,7,22,Football
1454899865.0,2,3,2,Football
1454899867.0,2,22,0,Football
1454899871.0,2,27,0,Football
1454899883.0,2,27,20,Football
1454899887.0,2,6,0,Football
1454899909.0,2,2,24,Football
1454899927.0,2,22,27,Football
1454899937.0,2,3,13,Football
1454899955.0,2,27,22,Football
1454899970.0,2,2,3,Football
1454899973.0,2,27,20,Football
1454899997.0,2,27,10,Football
1454900025.0,2,27,2,Football
1454900032.0,2,27,0,Football
1454900033.0,2,22,27,Football
1454900068.0,2,27,3,Football
1454900072.0,2,27,3,Football
1454900081.0,2,27,3,Football
1454900088.0,2,26,7,Football
1454900090.0,2,18,17,Football
1454900107.0,2,27,1,Football
1454900107.0,2,18,27,Football
1454900112.0,2,18,0,Football
1454900113.0,2,25,9,Football
1454900119.0,2,0,27,Football
1454900120.0,2,27,7,Football
1454900122.0,2,24,25,Football
1454900125.0,2,27,3,Football
1454900125.0,2,8,27,Football
1454900142.0,2,1,27,Football
1454900153.0,2,7,20,Football
1454900159.0,2,27,20,Football
1454900165.0,2,1,3,Football
1454900166.0,2,13,27,Football
1454900171.0,2,27,0,Football
1454900173.0,2,27,2,Football
1454900177.0,2,27,7,Football
1454900184.0,2,27,0,Football
1454900193.0,2,27,2,Football
1454900195.0,2,3,9,Football
1454900201.0,2,3,2,Football
1454900203.0,2,0,27,Football
1454900212.0,2,3,27,Football
1454900233.0,2,27,0,Football
1454900239.0,2,27,5,Football
1454900250.0,2,2,3,Football
1454900261.0,2,9,20,Football
1454900265.0,2,13,26,Football
1454900271.0,2,27,3,Football
1454900272.0,2,3,2,Football
1454900272.0,2,9,10,Football
1454900279.0,2,7,27,Football
1454900283.0,2,27,1,Football
1454900292.0,2,27,7,Football
1454900293.0,2,27,22,Football
1454900298.0,2,6,7,Football
1454900299.0,2,27,7,Football
1454900301.0,2,3,10,Football
1454900318.0,2,27,3,Football
1454900327.0,2,7,26,Football
1454900329.0,2,2,3,Football
1454900333.0,2,27,2,Football
1454900339.0,2,27,26,Football
1454900341.0,2,13,4,Football
1454900344.0,2,2,3,Football
1454900344.0,2,3,22,Football
1454900346.0,2,27,0,Football
1454900350.0,2,3,9,Football
1454900357.0,2,27,4,Football
1454900360.0,2,3,17,Football
1454900360.0,2,27,4,Football
1454900375.0,2,22,20,Football
1454900404.0,2,0,26,Football
1454900422.0,2,27,3,Football
1454900422.0,2,27,3,Football
1454900465.0,2,26,3,Football
1454900468.0,2,3,27,Football
1454900472.0,2,27,0,Football
1454900477.0,2,27,10,Football
1454900485.0,2,27,0,Football
1454900486.0,2,27,0,Football
1454900487.0,2,27,4,Football
1454900488.0,2,20,27,Football
1454900490.0,2,27,7,Football
1454900495.0,2,1,27,Football
1454900495.0,2,0,27,Football
1454900504.0,2,27,0,Football
1454900506.0,2,27,20,Football
1454900510.0,2,0,27,Football
1454900511.0,2,3,27,Football
1454900517.0,2,13,26,Football
1454900523.0,2,14,27,Football
1454900523.0,2,27,0,Football
1454900529.0,2,27,3,Football
1454900530.0,2,27,0,Football
1454900531.0,2,1,27,Football
1454900533.0,2,22,20,Football
1454900533.0,2,3,2,Football
1454900539.0,2,3,2,Football
1454900544.0,2,27,0,Football
1454900545.0,2,25,27,Football
1454900545.0,2,27,5,Football
1454900546.0,2,18,0,Football
1454900547.0,2,10,27,Football
1454900552.0,2,14,27,Football
1454900553.0,2,27,9,Football
1454900559.0,2,9,3,Football
1454900565.0,2,20,3,Football
1454900566.0,2,27,3,Football
1454900572.0,2,27,8,Football
1454900573.0,2,27,0,Football
1454900575.0,2,27,10,Football
1454900578.0,2,15,25,Football
1454900584.0,2,3,2,Football
1454900589.0,2,27,10,Football
1454900594.0,2,2,3,Football
1454900595.0,2,3,27,Football
1454900600.0,2,7,2,Football
1454900601.0,2,27,1,Football
1454900606.0,2,27,7,Football
1454900607.0,2,27,26,Football
1454900610.0,2,7,26,Football
1454900610.0,2,27,9,Football
1454900627.0,2,27,4,Football
1454900651.0,2,27,3,Football
1454900655.0,2,7,27,Football
1454900672.0,2,27,7,Football
1454900674.0,2,1,4,Football
1454900678.0,2,27,4,Football
1454900697.0,2,4,27,Football
1454900700.0,2,27,7,Football
1454900702.0,2,27,4,Football
1454900702.0,2,27,3,Football
1454900705.0,2,27,7,Football
1454900712.0,2,0,18,Football
1454900720.0,2,9,25,Football
1454900727.0,2,25,27,Football
1454900729.0,2,27,8,Football
1454900731.0,2,3,1,Football
1454900731.0,2,13,27,Football
1454900740.0,2,13,26,Football
1454900742.0,2,17,0,Football
1454900756.0,2,27,3,Football
1454900761.0,2,3,2,Football
1454900769.0,2,27,22,Football
1454900769.0,2,9,25,Football
1454900771.0,2,27,23,Football
1454900774.0,2,0,15,Football
1454900777.0,2,27,4,Football
1454900783.0,2,27,25,Football
1454900796.0,2,0,27,Football
1454900797.0,2,25,16,Football
1454900804.0,2,27,23,Football
1454900817.0,2,27,4,Football
1454900822.0,2,27,0,Football
1454900825.0,2,27,17,Football
1454900828.0,2,2,27,Football
1454900828.0,2,7,27,Football
1454900831.0,2,7,27,Football
1454900875.0,2,27,0,Football
1454900901.0,2,0,27,Football
1454900903.0,2,0,4,Football
1454900911.0,2,27,25,Football
1454900911.0,2,27,6,Football
1454900911.0,2,27,14,Football
1454900913.0,2,27,0,Football
1454900914.0,2,27,25,Football
1454900916.0,2,9,25,Football
1454900926.0,2,27,1,Football
1454900945.0,2,27,25,Football
1454900948.0,2,2,3,Football
1454900948.0,2,27,22,Football
1454900948.0,2,1,18,Football
1454900948.0,2,1,27,Football
1454900948.0,2,0,11,Football
1454900953.0,2,1,27,Football
1454900954.0,2,1,27,Football
1454900954.0,2,1,3,Football
1454900954.0,2,1,17,Football
1454900957.0,2,3,27,Football
1454900958.0,2,27,6,Football
1454900961.0,2,1,7,Football
1454900961.0,2,27,20,Football
1454900963.0,2,27,4,Football
1454900963.0,2,25,27,Football
1454900963.0,2,1,3,Football
1454900963.0,2,27,25,Football
1454900963.0,2,25,27,Football
1454900964.0,2,27,0,Football
1454900965.0,2,9,17,Football
1454900966.0,2,3,27,Football
1454900967.0,2,27,4,Football
1454900968.0,2,9,3,Football
1454900970.0,2,27,3,Football
1454900971.0,2,3,27,Football
1454900971.0,2,17,0,Football
1454900973.0,2,1,27,Football
1454900978.0,2,2,27,Football
1454900978.0,2,2,27,Football
1454900979.0,2,10,9,Football
1454900980.0,2,4,27,Football
1454900981.0,2,27,3,Football
1454900981.0,2,1,4,Football
1454900982.0,2,27,7,Football
1454900986.0,2,1,17,Football
1454900986.0,2,27,7,Football
1454900986.0,2,27,3,Football
1454900987.0,2,27,7,Football
1454900988.0,2,6,27,Football
1454900991.0,2,1,6,Football
1454900992.0,2,27,7,Football
1454900996.0,2,1,27,Football
1454900996.0,2,1,17,Football
1454900997.0,2,13,14,Football
1454900999.0,2,27,7,Football
1454901002.0,2,1,27,Football
1454901004.0,2,27,20,Football
1454901004.0,2,27,3,Football
1454901010.0,2,27,3,Football
1454901014.0,2,3,9,Football
1454901014.0,2,27,22,Football
1454901016.0,2,0,27,Football
1454901025.0,2,7,6,Football
1454901030.0,2,1,27,Football
1454901036.0,2,4,0,Football
1454901037.0,2,27,4,Football
1454901038.0,2,27,3,Football
1454901039.0,2,27,3,Football
1454901044.0,2,27,8,Football
1454901045.0,2,2,27,Football
1454901046.0,2,1,27,Football
1454901053.0,2,27,7,Football
1454901056.0,2,20,27,Football
1454901061.0,2,1,3,Football
1454901063.0,2,27,0,Football
1454901066.0,2,4,7,Football
1454901075.0,2,27,2,Football
1454901083.0,2,27,3,Football
1454901091.0,2,27,0,Football
1454901101.0,2,27,3,Football
1454901114.0,2,27,3,Football
1454901121.0,2,27,4,Football
1454901121.0,2,27,3,Football
1454901124.0,2,1,0,Football
1454901127.0,2,27,4,Football
1454901129.0,2,22,27,Football
1454901134.0,2,22,10,Football
1454901138.0,2,0,27,Football
1454901142.0,2,27,5,Football
1454901142.0,2,2,3,Football
1454901142.0,2,25,9,Football
1454901147.0,2,17,15,Football
1454901147.0,2,27,7,Football
1454901156.0,2,9,25,Football
1454901162.0,2,27,0,Football
1454901166.0,2,18,17,Football
1454901167.0,2,11,3,Football
1454901169.0,2,3,27,Football
1454901170.0,2,0,20,Football
1454901171.0,2,2,3,Football
1454901176.0,2,11,2,Football
1454901177.0,2,25,27,Football
1454901187.0,2,3,2,Football
1454901202.0,2,27,3,Football
1454901212.0,2,27,3,Football
1454901217.0,2,10,3,Football
1454901233.0,2,9,3,Football
1454901237.0,2,20,27,Football
1454901238.0,2,27,3,Football
1454901243.0,2,27,3,Football
1454901250.0,2,27,4,Football
1454901252.0,2,27,3,Football
1454901252.0,2,0,5,Football
1454901265.0,2,8,27,Football
1454901268.0,2,7,27,Football
1454901268.0,2,27,0,Football
1454901269.0,2,27,4,Football
1454901281.0,2,27,0,Football
1454901283.0,2,7,27,Football
1454901327.0,2,0,9,Football
1454901351.0,2,27,3,Football
1454901355.0,2,27,20,Football
1454901359.0,2,4,0,Football
1454901369.0,2,27,3,Football
1454901401.0,2,1,22,Football
1454901404.0,2,0,4,Football
1454901411.0,2,27,3,Football
1454901417.0,2,26,27,Football
1454901426.0,2,14,3,Football
1454901431.0,2,21,23,Football
1454901448.0,2,27,4,Football
1454901449.0,2,27,3,Football
1454901456.0,2,17,27,Football
1454901459.0,2,27,3,Football
1454901493.0,2,27,7,Football
1454901518.0,2,25,16,Football
1454901523.0,2,26,13,Football
1454901533.0,2,25,27,Football
1454901533.0,2,0,27,Football
1454901556.0,2,13,17,Football
1454901564.0,2,27,0,Football
1454901578.0,2,10,3,Football
1454901582.0,2,27,7,Football
1454901591.0,2,27,3,Football
1454901595.0,2,14,2,Football
1454901597.0,2,27,6,Football
1454901605.0,2,10,27,Football
1454901608.0,2,18,9,Football
1454901609.0,2,2,3,Football
1454901612.0,2,0,27,Football
1454901616.0,2,27,4,Football
1454901635.0,2,7,27,Football
1454901648.0,2,0,27,Football
1454901658.0,2,27,4,Football
1454901673.0,2,1,27,Football
1454901679.0,2,15,13,Football
1454901680.0,2,21,27,Football
1454901684.0,2,0,4,Football
1454901686.0,2,27,0,Football
1454901686.0,2,27,3,Football
1454901687.0,2,0,27,Football
1454901698.0,2,1,17,Football
1454901702.0,2,27,5,Football
1454901703.0,2,27,3,Football
1454901710.0,2,27,3,Football
1454901714.0,2,11,9,Football
1454901737.0,2,27,22,Football
1454901753.0,2,15,27,Football
